"country","area_km2","co2_emissions","millionth_co2_per_km2"
"algeria",2381740,"0.801895031","0.3366845377749041"
"algeria",2381740,"1.042174396","0.43756849866064307"
"algeria",2381740,"1.255270521","0.5270392742280853"
"algeria",2381740,"1.854611772","0.7786793571086684"
"algeria",2381740,"2.438780572","1.023949117871808"
"algeria",2381740,"1.975758103","0.8295439901080722"
"algeria",2381740,"1.928697622","0.8097851243208747"
"algeria",2381740,"2.292599217","0.9625732519082686"
"algeria",2381740,"2.382530667","1.0003319703242168"
"algeria",2381740,"3.454246225","1.45030365405124"
"algeria",2381740,"2.446460725","1.027173715434934"
"algeria",2381740,"3.460646099","1.4529907122523869"
"algeria",2381740,"2.342523351","0.9835344542225433"
"algeria",2381740,"1.920016191","0.8061401290653052"
"algeria",2381740,"2.493859764","1.0470747285597926"
"algeria",2381740,"3.267070323","1.371715772082595"
"algeria",2381740,"3.24482431","1.3623755363725678"
"algeria",2381740,"3.301704728","1.3862574118081736"
"algeria",2381740,"3.538318126","1.4856021757202718"
"algeria",2381740,"3.434399506","1.4419707885831368"
"algeria",2381740,"3.188334948","1.3386578501431725"
"algeria",2381740,"2.988109843","1.2545911153190525"
"algeria",2381740,"2.994245635","1.257167295758563"
"algeria",2381740,"2.964986363","1.2448824653404653"
"algeria",2381740,"2.974812411","1.2490080407601165"
"algeria",2381740,"3.062919622","1.2860008321647198"
"algeria",2381740,"3.313688067","1.3912887498215591"
"algeria",2381740,"3.317745825","1.3929924445993265"
"algeria",2381740,"2.936511706","1.232927064247147"
"algeria",2381740,"3.543876554","1.4879359434699002"
"algeria",2381740,"3.005719449","1.2619847040399037"
"algeria",2381740,"2.830379965","1.18836647367051"
"algeria",2381740,"2.677772173","1.12429239673516"
"algeria",2381740,"2.822388898","1.1850113354102463"
"algeria",2381740,"2.838319656","1.1917000411463887"
"algeria",2381740,"2.707388281","1.136727048712286"
"algeria",2381740,"3.236168271","1.358741202230302"
"algeria",2381740,"3.004365149","1.2614160861387052"
"algeria",2381740,"3.202067336","1.3444235458110456"
"algeria",2381740,"3.173224552","1.3323135825069068"
"algeria",2381740,"3.435787368","1.442553497862907"
"algeria",2381740,"3.312560602","1.3908153711152351"
"algeria",2381740,"3.30557127","1.387880822423942"
"algeria",2381740,"3.477108092","1.4599024629052708"
"algeria",2381740,"3.525557358","1.4802444255040432"
"algeria",2381740,"3.735520147","1.5683996351406955"
"angola",1246700,"0.100835336","0.08088179674340258"
"angola",1246700,"0.082203797","0.06593711157455683"
"angola",1246700,"0.210531477","0.16887100104275285"
"angola",1246700,"0.202737303","0.16261915697441245"
"angola",1246700,"0.213560349","0.1713005125531403"
"angola",1246700,"0.205890926","0.1651487334563247"
"angola",1246700,"0.268941437","0.21572265741557714"
"angola",1246700,"0.172101694","0.1380457961017085"
"angola",1246700,"0.289718091","0.23238797705943692"
"angola",1246700,"0.48023402","0.3852041549691184"
"angola",1246700,"0.608223599","0.4878668476778696"
"angola",1246700,"0.564548236","0.4528340707467715"
"angola",1246700,"0.721245978","0.5785240859870057"
"angola",1246700,"0.751239887","0.602582728001925"
"angola",1246700,"0.72077638","0.5781474131707708"
"angola",1246700,"0.628568907","0.504186177107564"
"angola",1246700,"0.451353518","0.3620385962942167"
"angola",1246700,"0.469221176","0.37637055907596056"
"angola",1246700,"0.694736947","0.5572607259164194"
"angola",1246700,"0.683062948","0.5478968059677548"
"angola",1246700,"0.640966402","0.5141304259244405"
"angola",1246700,"0.61113512","0.49020222988690143"
"angola",1246700,"0.519354626","0.41658348119034255"
"angola",1246700,"0.551348574","0.4422463896687254"
"angola",1246700,"0.520982856","0.41788951311462263"
"angola",1246700,"0.471902772","0.37852151439801074"
"angola",1246700,"0.451618883","0.36225145022860356"
"angola",1246700,"0.544085132","0.43642025507339377"
"angola",1246700,"0.463508296","0.3717881575358947"
"angola",1246700,"0.437295462","0.3507623822892436"
"angola",1246700,"0.431743615","0.346309148151119"
"angola",1246700,"0.41553083","0.3333045881126173"
"angola",1246700,"0.410522932","0.32928766503569423"
"angola",1246700,"0.441721098","0.35431226277372263"
"angola",1246700,"0.288119068","0.23110537258362074"
"angola",1246700,"0.787032547","0.6312926501965188"
"angola",1246700,"0.726233461","0.58252463383332"
"angola",1246700,"0.496361245","0.39814008582658217"
"angola",1246700,"0.47581516","0.38165970963343226"
"angola",1246700,"0.577082914","0.4628883564610572"
"angola",1246700,"0.581961496","0.46680155289965514"
"angola",1246700,"0.574316054","0.4606690093847758"
"angola",1246700,"0.722958875","0.5798980308013155"
"angola",1246700,"0.500225396","0.40123958931579373"
"angola",1246700,"1.001878117","0.8036240611213603"
"angola",1246700,"0.985736355","0.7906764698804845"
"angola",1246700,"1.105019027","0.8863551993262212"
"angola",1246700,"1.203134","0.965054945054945"
"angola",1246700,"1.185000494","0.9505097409160185"
"angola",1246700,"1.234425074","0.990154065934066"
"angola",1246700,"1.244091538","0.9979077067458089"
"angola",1246700,"1.252680841","1.0047973377717174"
"angola",1246700,"1.330218567","1.066991711718938"
"angola",1246700,"1.25377617","1.0056759204299353"
"angola",1246700,"1.290306776","1.0349777620919227"
"antigua and barbuda",443,"0.677430677","1529.1888871331828"
"antigua and barbuda",443,"0.866729696","1956.5004424379233"
"antigua and barbuda",443,"1.838720653","4150.610954853273"
"antigua and barbuda",443,"1.487443124","3357.6594221218957"
"antigua and barbuda",443,"1.590447772","3590.175557562077"
"antigua and barbuda",443,"2.561364953","5781.862196388262"
"antigua and barbuda",443,"5.814320287","13124.87649435666"
"antigua and barbuda",443,"9.221240672","20815.44169751693"
"antigua and barbuda",443,"15.83611906","35747.44708803612"
"antigua and barbuda",443,"19.79199056","44677.17959367946"
"antigua and barbuda",443,"7.199495146","16251.682045146728"
"antigua and barbuda",443,"6.609568501","14920.019189616252"
"antigua and barbuda",443,"5.83216129","13165.149638826186"
"antigua and barbuda",443,"5.185074627","11704.457397291195"
"antigua and barbuda",443,"6.797195817","15343.5571489842"
"antigua and barbuda",443,"11.29207818","25490.01846501129"
"antigua and barbuda",443,"6.46768323","14599.736410835214"
"antigua and barbuda",443,"7.492221561","16912.464020316027"
"antigua and barbuda",443,"7.920852408","17880.028009029345"
"antigua and barbuda",443,"6.570199509","14831.150133182844"
"antigua and barbuda",443,"2.311694819","5218.272729119639"
"antigua and barbuda",443,"1.720760518","3884.3352550790073"
"antigua and barbuda",443,"4.748539148","10719.049995485328"
"antigua and barbuda",443,"1.365028242","3081.3278600451463"
"antigua and barbuda",443,"2.374000583","5358.917794582393"
"antigua and barbuda",443,"4.035800991","9110.160250564335"
"antigua and barbuda",443,"4.037892282","9114.880997742663"
"antigua and barbuda",443,"4.45622762","10059.204559819413"
"antigua and barbuda",443,"4.63042528","10452.427268623025"
"antigua and barbuda",443,"4.61272739","10412.477178329571"
"antigua and barbuda",443,"4.515720957","10193.50103160271"
"antigua and barbuda",443,"4.224454369","9536.014376975168"
"antigua and barbuda",443,"4.095236618","9244.32645146727"
"antigua and barbuda",443,"4.12542378","9312.469029345373"
"antigua and barbuda",443,"3.983259925","8991.557392776524"
"antigua and barbuda",443,"4.005024028","9040.686293453726"
"antigua and barbuda",443,"4.180525273","9436.851632054175"
"antigua and barbuda",443,"4.29582729","9697.127065462753"
"antigua and barbuda",443,"4.356891183","9834.968810383747"
"antigua and barbuda",443,"4.419610574","9976.547571106095"
"antigua and barbuda",443,"4.534545359","10235.994038374718"
"antigua and barbuda",443,"4.511798684","10184.64714221219"
"antigua and barbuda",443,"4.73040424","10678.11340857788"
"antigua and barbuda",443,"5.086633039","11482.241623024831"
"antigua and barbuda",443,"5.249265585","11849.357979683973"
"antigua and barbuda",443,"5.266543915","11888.360981941309"
"antigua and barbuda",443,"5.365000484","12110.610573363432"
"antigua and barbuda",443,"5.586080499","12609.66252595937"
"antigua and barbuda",443,"5.625221026","12698.015860045149"
"antigua and barbuda",443,"5.875925115","13263.939311512417"
"antigua and barbuda",443,"5.956979597","13446.906539503387"
"antigua and barbuda",443,"5.751963519","12984.116295711061"
"antigua and barbuda",443,"5.800097335","13092.770507900677"
"antigua and barbuda",443,"5.729937934","12934.397142212189"
"antigua and barbuda",443,"5.744419956","12967.08793679458"
"argentina",2766890,"2.38334297","0.8613797332022597"
"argentina",2766890,"2.458551426","0.8885613183032213"
"argentina",2766890,"2.538446036","0.9174365572899537"
"argentina",2766890,"2.330685053","0.8423482874274004"
"argentina",2766890,"2.553441797","0.9228562743730326"
"argentina",2766890,"2.656465738","0.9600908377275569"
"argentina",2766890,"2.806895517","1.0144586582769826"
"argentina",2766890,"2.871099659","1.0376631015327678"
"argentina",2766890,"2.981777316","1.0776638449667317"
"argentina",2766890,"3.2881612","1.1883960692329654"
"argentina",2766890,"3.464527236","1.2521376838255225"
"argentina",2766890,"3.666159416","1.3250109024934134"
"argentina",2766890,"3.657008154","1.321703484417523"
"argentina",2766890,"3.754154275","1.3568137060020455"
"argentina",2766890,"3.753366604","1.3565290286205811"
"argentina",2766890,"3.670150704","1.326453420266075"
"argentina",2766890,"3.799261982","1.3731163804849487"
"argentina",2766890,"3.780415491","1.3663049456248713"
"argentina",2766890,"3.792880963","1.370810174238947"
"argentina",2766890,"4.02981027","1.4564403608383418"
"argentina",2766890,"3.897888332","1.4087615814145122"
"argentina",2766890,"3.600810028","1.3013925483123652"
"argentina",2766890,"3.591793419","1.2981337960670645"
"argentina",2766890,"3.595564042","1.299496561843803"
"argentina",2766890,"3.582148497","1.294647961068203"
"argentina",2766890,"3.329225647","1.203237442399228"
"argentina",2766890,"3.39465765","1.2268856550133904"
"argentina",2766890,"3.685883317","1.3321394478999888"
"argentina",2766890,"3.835714346","1.3862908702550516"
"argentina",2766890,"3.642232454","1.316363301034736"
"argentina",2766890,"3.438151412","1.2426050229680254"
"argentina",2766890,"3.539959219","1.279400055296741"
"argentina",2766890,"3.619280358","1.3080680323395582"
"argentina",2766890,"3.471494485","1.254655763329948"
"argentina",2766890,"3.558099412","1.2859562223290408"
"argentina",2766890,"3.674141708","1.3278958353964199"
"argentina",2766890,"3.830198391","1.384297312506099"
"argentina",2766890,"3.870270007","1.3987798600594892"
"argentina",2766890,"3.876926392","1.401185588151318"
"argentina",2766890,"4.030588815","1.4567217399318368"
"argentina",2766890,"3.854991948","1.393258115790653"
"argentina",2766890,"3.587350317","1.2965279852108322"
"argentina",2766890,"3.309683688","1.196174653853243"
"argentina",2766890,"3.546088324","1.2816152156392195"
"argentina",2766890,"4.094082917","1.4796695629388952"
"argentina",2766890,"4.168128548","1.506430883772033"
"argentina",2766890,"4.465186021","1.6137923882048075"
"argentina",2766890,"4.414246417","1.5953819692868167"
"argentina",2766890,"4.718224428","1.7052446710928155"
"argentina",2766890,"4.445387803","1.6066369834001353"
"argentina",2766890,"4.607163748","1.6651054967851993"
"argentina",2766890,"4.64437307","1.6785535637484685"
"argentina",2766890,"4.609179856","1.6658341517010071"
"argentina",2766890,"4.498539995","1.62584706836918"
"argentina",2766890,"4.781507775","1.728116323742541"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"0","0"
"armenia",29800,"1.692469568","56.79428080536913"
"armenia",29800,"0.759981244","25.50272630872483"
"armenia",29800,"0.824153606","27.656161275167786"
"armenia",29800,"1.059975483","35.56964708053691"
"armenia",29800,"0.809044887","27.149157281879194"
"armenia",29800,"1.032301987","34.64100627516779"
"armenia",29800,"1.081691081","36.298358422818794"
"armenia",29800,"0.97580205","32.745035234899326"
"armenia",29800,"1.128917501","37.88313761744967"
"armenia",29800,"1.161155504","38.96494979865771"
"armenia",29800,"1.00317471","33.66358087248322"
"armenia",29800,"1.136090873","38.12385479865772"
"armenia",29800,"1.214707803","40.76200681208054"
"armenia",29800,"1.46002558","48.99414697986577"
"armenia",29800,"1.481274594","49.707201140939596"
"armenia",29800,"1.726828042","57.94724973154362"
"armenia",29800,"1.911933411","64.158839295302"
"armenia",29800,"1.509669013","50.660033993288586"
"armenia",29800,"1.46561782","49.181806040268455"
"armenia",29800,"1.709501839","57.36583352348994"
"armenia",29800,"1.974479488","66.25770093959731"
"armenia",29800,"1.897040086","63.65906328859061"
"armenia",29800,"1.898719374","63.715415234899325"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"0","0"
"aruba",193,"2.868319392","14861.758507772021"
"aruba",193,"7.235198033","37488.07270984456"
"aruba",193,"10.02617921","51949.11507772021"
"aruba",193,"10.6347326","55102.2414507772"
"aruba",193,"26.37450321","136655.45704663213"
"aruba",193,"26.0461298","134954.04041450776"
"aruba",193,"21.4425588","111101.34093264249"
"aruba",193,"22.00078616","113993.71067357513"
"aruba",193,"21.03624511","108996.08865284974"
"aruba",193,"20.77193616","107626.61222797928"
"aruba",193,"20.31835337","105276.44233160622"
"aruba",193,"20.42681771","105838.43373056996"
"aruba",193,"20.58766915","106671.860880829"
"aruba",193,"20.31156677","105241.27860103626"
"aruba",193,"26.19487524","135724.7421761658"
"aruba",193,"25.93402441","134373.1834715026"
"aruba",193,"25.67116178","133011.20093264247"
"aruba",193,"26.42045209","136893.53414507772"
"aruba",193,"26.51729342","137395.30269430054"
"aruba",193,"27.20070778","140936.30974093263"
"aruba",193,"26.94772597","139625.52316062176"
"aruba",193,"27.89502282","144533.79699481867"
"aruba",193,"26.22955267","135904.4179792746"
"aruba",193,"25.91532206","134276.28010362695"
"aruba",193,"24.67052887","127826.57445595853"
"aruba",193,"24.50751622","126981.94932642486"
"aruba",193,"13.15772231","68174.72699481866"
"aruba",193,"8.353561008","43282.699523316056"
"aruba",193,"8.410064178","43575.46206217617"
"australia",7686850,"8.582936643","1.1165739728237183"
"australia",7686850,"8.641569017","1.1242015932404041"
"australia",7686850,"8.835688047","1.149454984421447"
"australia",7686850,"9.226439909","1.2002887930686823"
"australia",7686850,"9.759073431","1.2695803132622596"
"australia",7686850,"10.62232139","1.3818822261394461"
"australia",7686850,"10.32809244","1.343605305164014"
"australia",7686850,"10.9556248","1.425242433506573"
"australia",7686850,"11.21016771","1.4583565062411783"
"australia",7686850,"11.60055435","1.5091428023182447"
"australia",7686850,"11.80289054","1.535465182747159"
"australia",7686850,"11.80911757","1.536275271405062"
"australia",7686850,"11.95163155","1.554815242914848"
"australia",7686850,"12.77968685","1.662538861822463"
"australia",7686850,"12.55966873","1.6339161984427952"
"australia",7686850,"12.65989981","1.6469554902203114"
"australia",7686850,"12.41679178","1.6153290073307014"
"australia",7686850,"13.23189614","1.7213678086602444"
"australia",7686850,"14.06985862","1.8303802754054"
"australia",7686850,"14.12909198","1.8380860794733864"
"australia",7686850,"15.02491601","1.954625888367797"
"australia",7686850,"15.43250084","2.0076495365461793"
"australia",7686850,"15.42493181","2.006664864021023"
"australia",7686850,"14.64008413","1.9045622237977846"
"australia",7686850,"15.2209753","1.980131692435783"
"australia",7686850,"15.3084102","1.9915062997196513"
"australia",7686850,"14.98057315","1.9488572237002153"
"australia",7686850,"15.7469578","2.04855796587679"
"australia",7686850,"15.79616778","2.0549598053819182"
"australia",7686850,"16.51986292","2.1491069709959216"
"australia",7686850,"15.45288167","2.010300925606718"
"australia",7686850,"15.12796621","1.9680319259514627"
"australia",7686850,"15.31776851","1.9927237437962233"
"australia",7686850,"15.7014518","2.042637985650819"
"australia",7686850,"15.57658628","2.0263939429024895"
"australia",7686850,"15.59651881","2.0289870115847193"
"australia",7686850,"16.50180039","2.1467571749156025"
"australia",7686850,"16.51427321","2.1483797927629653"
"australia",7686850,"16.93569585","2.203203633477952"
"australia",7686850,"17.19029769","2.2363253725518257"
"australia",7686850,"17.20060983","2.237666902567372"
"australia",7686850,"16.73336743","2.1768822638662133"
"australia",7686850,"17.37045177","2.2597620312611797"
"australia",7686850,"16.90195895","2.198814722545646"
"australia",7686850,"17.02651535","2.2150185511620495"
"australia",7686850,"17.16971145","2.2336472612318445"
"australia",7686850,"17.65139831","2.296311012963698"
"australia",7686850,"17.86526004","2.3241327774055693"
"australia",7686850,"18.16087566","2.3625900934713178"
"australia",7686850,"18.20018196","2.3677035404619575"
"australia",7686850,"17.74084505","2.307947345141378"
"australia",7686850,"17.53887776","2.281672955762113"
"australia",7686850,"17.07290468","2.221053445819809"
"australia",7686850,"16.09583317","2.093943965343411"
"australia",7686850,"15.38876602","2.001959973200986"
"austria",83858,"4.373318828","52.15148021655657"
"austria",83858,"4.496361641","53.61875600419757"
"austria",83858,"4.755361673","56.70731084690787"
"austria",83858,"5.155193747","61.475276622385465"
"austria",83858,"5.391003988","64.28729504638794"
"austria",83858,"5.252196533","62.63202715304443"
"austria",83858,"5.361724683","63.93814165613299"
"austria",83858,"5.417736727","64.60608083903742"
"austria",83858,"5.711110104","68.10453509504163"
"austria",83858,"6.006325178","71.62495144172291"
"austria",83858,"6.788807307","80.95598877864963"
"austria",83858,"6.953651912","82.92174762097831"
"austria",83858,"7.448516814","88.82297233418399"
"austria",83858,"7.930866985","94.57495987264184"
"austria",83858,"7.562697278","90.18456531279067"
"austria",83858,"7.176844855","85.58330576689164"
"austria",83858,"7.721250012","92.07529409239427"
"austria",83858,"7.428063284","88.57906561091369"
"austria",83858,"7.601371804","90.64575596842282"
"austria",83858,"8.158846402","97.29359634143432"
"austria",83858,"6.928479","82.62156264160843"
"austria",83858,"7.416160614","88.43712721505402"
"austria",83858,"7.112124941","84.81152592477761"
"austria",83858,"6.874373273","81.97635613775668"
"austria",83858,"7.214278667","86.02970100646331"
"austria",83858,"7.230766353","86.2263153545279"
"austria",83858,"7.144304852","85.1952688115624"
"austria",83858,"7.623419815","90.90867675117461"
"austria",83858,"7.032030698","83.85640842853395"
"austria",83858,"7.102448997","84.69614105988694"
"austria",83858,"7.513246156","89.59486460445038"
"austria",83858,"7.944096184","94.73271702163181"
"austria",83858,"7.226236428","86.17229635812922"
"austria",83858,"7.223017309","86.13390861933269"
"austria",83858,"7.189264701","85.7314114455389"
"austria",83858,"7.521516107","89.69348311431229"
"austria",83858,"7.938008299","94.66011947578048"
"austria",83858,"7.863667996","93.77361725774524"
"austria",83858,"7.981004261","95.17284291301962"
"austria",83858,"7.741130615","92.3123687066231"
"austria",83858,"7.774259739","92.70743088315963"
"austria",83858,"8.192769898","97.69813134107659"
"austria",83858,"8.299115796","98.96629774142004"
"austria",83858,"8.889562334","106.00732588423288"
"austria",83858,"8.858363703","105.63528468363185"
"austria",83858,"9.020169598","107.56480715018246"
"austria",83858,"8.727297872","104.07233504257196"
"austria",83858,"8.406418936","100.24587917670345"
"austria",83858,"8.295095978","98.9183617305445"
"austria",83858,"7.518751102","89.66051064895419"
"austria",83858,"8.071131802","96.24760669226549"
"austria",83858,"7.748134305","92.39588715447542"
"austria",83858,"7.387077163","88.0903093682177"
"austria",83858,"7.368748145","87.87173728207208"
"austria",83858,"6.86986793","81.92263027975864"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"0","0"
"azerbaijan",86600,"7.61863709","87.97502413394919"
"azerbaijan",86600,"6.464585857","74.64879742494227"
"azerbaijan",86600,"5.525358563","63.803216662817555"
"azerbaijan",86600,"4.337414444","50.08561713625866"
"azerbaijan",86600,"4.026472755","46.49506645496536"
"azerbaijan",86600,"3.803022741","43.9148122517321"
"azerbaijan",86600,"4.00297561","46.22373683602771"
"azerbaijan",86600,"3.579835395","41.337591166281754"
"azerbaijan",86600,"3.666271029","42.33569317551962"
"azerbaijan",86600,"3.547105484","40.95964762124711"
"azerbaijan",86600,"3.623944346","41.846932401847575"
"azerbaijan",86600,"3.718169927","42.93498760969977"
"azerbaijan",86600,"3.863229639","44.61004202078522"
"azerbaijan",86600,"4.091801927","47.249444884526554"
"azerbaijan",86600,"4.616299863","53.3060030369515"
"azerbaijan",86600,"3.5553401","41.05473556581986"
"azerbaijan",86600,"4.051383481","46.78271918013857"
"azerbaijan",86600,"3.565668218","41.17399789838337"
"azerbaijan",86600,"3.388225879","39.12501015011548"
"azerbaijan",86600,"3.646179877","42.10369372979215"
"azerbaijan",86600,"3.82487717","44.16717286374134"
"azerbaijan",86600,"3.785068836","43.70749233256351"
"azerbaijan",86600,"3.931560609","45.39908324480369"
"bahrain",665,"3.544478443","5330.0427714285715"
"bahrain",665,"10.54928109","15863.580586466165"
"bahrain",665,"9.19164395","13822.020977443608"
"bahrain",665,"6.710688223","10091.260485714287"
"bahrain",665,"8.742075708","13145.978508270677"
"bahrain",665,"6.554118582","9855.817416541355"
"bahrain",665,"3.384393576","5089.313648120301"
"bahrain",665,"5.124669111","7706.269339849625"
"bahrain",665,"5.500874644","8271.99194586466"
"bahrain",665,"6.175647802","9286.68842406015"
"bahrain",665,"12.19429929","18337.29216541353"
"bahrain",665,"13.79835415","20749.404736842105"
"bahrain",665,"16.06627828","24159.816962406014"
"bahrain",665,"23.05586427","34670.47258646617"
"bahrain",665,"21.45661761","32265.590390977442"
"bahrain",665,"21.58572163","32459.731774436088"
"bahrain",665,"23.17139967","34844.210030075184"
"bahrain",665,"24.63817597","37049.88867669173"
"bahrain",665,"24.01036872","36105.817624060146"
"bahrain",665,"23.72645778","35678.88387969925"
"bahrain",665,"21.91714367","32958.11078195489"
"bahrain",665,"22.7888779","34268.98932330827"
"bahrain",665,"25.49180205","38333.53691729323"
"bahrain",665,"20.75587079","31211.835774436087"
"bahrain",665,"22.6111781","34001.77157894737"
"bahrain",665,"24.30514892","36549.096120300754"
"bahrain",665,"25.40371182","38201.07040601504"
"bahrain",665,"25.45830132","38283.15987969925"
"bahrain",665,"26.14679986","39318.49603007519"
"bahrain",665,"24.39905256","36690.30460150376"
"bahrain",665,"25.05885496","37682.48866165413"
"bahrain",665,"23.30000981","35037.60873684211"
"bahrain",665,"20.84167995","31340.872105263155"
"bahrain",665,"27.30708305","41063.28278195489"
"bahrain",665,"26.90951321","40465.43339849624"
"bahrain",665,"26.28778759","39530.50765413534"
"bahrain",665,"26.99557258","40594.84598496241"
"bahrain",665,"29.111344","43776.45714285714"
"bahrain",665,"29.9896904","45097.27879699248"
"bahrain",665,"28.30868397","42569.449578947366"
"bahrain",665,"28.05103737","42182.01108270677"
"bahrain",665,"19.96611831","30024.238060150376"
"bahrain",665,"21.3541623","32111.522255639095"
"bahrain",665,"21.14848827","31802.238000000005"
"bahrain",665,"21.10026101","31729.71580451128"
"bahrain",665,"21.60202842","32484.25326315789"
"bahrain",665,"19.64700684","29544.371187969926"
